,ecli,drug,relevant_countries,volume,volume_type,general_drug_type,general_volume_type,countries_present,verdict_date
473,ECLI:NL:RBMNE:2014:4793,xtc,"['Denmark', 'Finland']",N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Engeland', 'Groot-Brittannië'], 'Denmark': ['Denemarken'], 'Finland': ['Finland'], 'Germany': ['Duitsland', 'Keulen', 'München'], 'Belgium': ['België', 'Brussel'], 'Thailand': ['Thailand'], 'Austria': ['Oostenrijk'], 'United States': ['Verenigde Staten', 'Los']}",2014-09-10
474,ECLI:NL:RBMNE:2014:4793,pillen,"['Denmark', 'Finland', 'United Kingdom']",N/A,N/A,unspecified,undefined,"{'United Kingdom': ['Engeland', 'Groot-Brittannië'], 'Denmark': ['Denemarken'], 'Finland': ['Finland'], 'Germany': ['Duitsland', 'Keulen', 'München'], 'Belgium': ['België', 'Brussel'], 'Thailand': ['Thailand'], 'Austria': ['Oostenrijk'], 'United States': ['Verenigde Staten', 'Los']}",2014-09-10
475,ECLI:NL:RBMNE:2014:4793,coke,[],33,gram,harddrugs,gr,"{'United Kingdom': ['Engeland', 'Groot-Brittannië'], 'Denmark': ['Denemarken'], 'Finland': ['Finland'], 'Germany': ['Duitsland', 'Keulen', 'München'], 'Belgium': ['België', 'Brussel'], 'Thailand': ['Thailand'], 'Austria': ['Oostenrijk'], 'United States': ['Verenigde Staten', 'Los']}",2014-09-10
476,ECLI:NL:RBMNE:2014:4793,drugs,['Germany'],N/A,N/A,unspecified,undefined,"{'United Kingdom': ['Engeland', 'Groot-Brittannië'], 'Denmark': ['Denemarken'], 'Finland': ['Finland'], 'Germany': ['Duitsland', 'Keulen', 'München'], 'Belgium': ['België', 'Brussel'], 'Thailand': ['Thailand'], 'Austria': ['Oostenrijk'], 'United States': ['Verenigde Staten', 'Los']}",2014-09-10
477,ECLI:NL:RBMNE:2014:4793,harddrugs,['Germany'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Engeland', 'Groot-Brittannië'], 'Denmark': ['Denemarken'], 'Finland': ['Finland'], 'Germany': ['Duitsland', 'Keulen', 'München'], 'Belgium': ['België', 'Brussel'], 'Thailand': ['Thailand'], 'Austria': ['Oostenrijk'], 'United States': ['Verenigde Staten', 'Los']}",2014-09-10
478,ECLI:NL:GHSHE:2007:BB7470,bmk,[],N/A,N/A,precursor,undefined,"{'Belgium': ['Antwerpen'], 'Portugal': ['Bensil'], 'United States': ['USA'], 'Germany': ['Brandenburg']}",2007-06-11
479,ECLI:NL:GHSHE:2007:BB7470,drugs,[],N/A,N/A,unspecified,undefined,"{'Belgium': ['Antwerpen'], 'Portugal': ['Bensil'], 'United States': ['USA'], 'Germany': ['Brandenburg']}",2007-06-11
480,ECLI:NL:GHDHA:2022:87,hennep,['Netherlands'],N/A,N/A,softdrugs,undefined,{'Morocco': ['Marokko']},2022-01-26
481,ECLI:NL:GHDHA:2022:87,hasjiesj,['Netherlands'],N/A,N/A,softdrugs,undefined,{'Morocco': ['Marokko']},2022-01-26
482,ECLI:NL:GHDHA:2022:87,hasj,"['Morocco', 'Netherlands']",N/A,N/A,softdrugs,undefined,{'Morocco': ['Marokko']},2022-01-26
483,ECLI:NL:GHAMS:2021:1780,cocaïne,"['Netherlands', 'Sweden']",387,kilogram,harddrugs,kg,"{'Sweden': ['Zweden', 'Lernacken', 'Malmö', 'Stockholm', 'Skane', 'Blekinge'], 'Colombia': ['Colombia', 'Bogota'], 'Peru': ['Peru'], 'Denmark': ['Denemarken'], 'Germany': ['Duitsland'], 'United States': ['Santa Maria'], 'France': ['Parijs']}",2021-11-06
484,ECLI:NL:GHAMS:2021:1780,amfetamine,"['Netherlands', 'Sweden']",447,kilogram,harddrugs,kg,"{'Sweden': ['Zweden', 'Lernacken', 'Malmö', 'Stockholm', 'Skane', 'Blekinge'], 'Colombia': ['Colombia', 'Bogota'], 'Peru': ['Peru'], 'Denmark': ['Denemarken'], 'Germany': ['Duitsland'], 'United States': ['Santa Maria'], 'France': ['Parijs']}",2021-11-06
485,ECLI:NL:GHAMS:2021:1780,drugs,[],N/A,N/A,unspecified,undefined,"{'Sweden': ['Zweden', 'Lernacken', 'Malmö', 'Stockholm', 'Skane', 'Blekinge'], 'Colombia': ['Colombia', 'Bogota'], 'Peru': ['Peru'], 'Denmark': ['Denemarken'], 'Germany': ['Duitsland'], 'United States': ['Santa Maria'], 'France': ['Parijs']}",2021-11-06
486,ECLI:NL:GHAMS:2021:1780,harddrugs,"['Netherlands', 'Sweden']",N/A,N/A,harddrugs,undefined,"{'Sweden': ['Zweden', 'Lernacken', 'Malmö', 'Stockholm', 'Skane', 'Blekinge'], 'Colombia': ['Colombia', 'Bogota'], 'Peru': ['Peru'], 'Denmark': ['Denemarken'], 'Germany': ['Duitsland'], 'United States': ['Santa Maria'], 'France': ['Parijs']}",2021-11-06
487,ECLI:NL:RBROT:2019:7604,cocaïne,"['Netherlands', 'Belgium']",N/A,N/A,harddrugs,undefined,"{'Colombia': ['Colombia'], 'Panama': ['Panama'], 'Belgium': ['België', 'Antwerpen']}",2019-09-26
488,ECLI:NL:RBROT:2019:7605,cocaïne,"['Netherlands', 'Belgium']",N/A,N/A,harddrugs,undefined,"{'Morocco': ['Marokko'], 'Colombia': ['Colombia'], 'Panama': ['Panama'], 'Belgium': ['België', 'Antwerpen']}",2019-09-26
489,ECLI:NL:RBROT:2019:7606,cocaïne,"['Netherlands', 'Belgium']",1,kg,harddrugs,kg,"{'Belgium': ['België', 'Antwerpen'], 'Colombia': ['Colombia'], 'Panama': ['Panama']}",2019-09-26
490,ECLI:NL:GHSHE:2017:4835,amfetamine,"['Germany', 'Spain']",twintig,kilo,harddrugs,kg,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': [""hem'136""], 'Belgium': ['België', 'Kinrooi', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2017-10-11
491,ECLI:NL:GHSHE:2017:4835,xtc-tabletten,['Germany'],N/A,N/A,harddrugs,undefined,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': [""hem'136""], 'Belgium': ['België', 'Kinrooi', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2017-10-11
492,ECLI:NL:GHSHE:2017:4835,cafeïne,['Germany'],N/A,N/A,unspecified,undefined,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': [""hem'136""], 'Belgium': ['België', 'Kinrooi', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2017-10-11
493,ECLI:NL:GHSHE:2017:4835,drugs,[],51609,gram,unspecified,gr,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': [""hem'136""], 'Belgium': ['België', 'Kinrooi', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2017-10-11
494,ECLI:NL:GHSHE:2017:4835,xtc,['Spain'],N/A,N/A,harddrugs,undefined,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': [""hem'136""], 'Belgium': ['België', 'Kinrooi', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2017-10-11
495,ECLI:NL:GHSHE:2017:4835,tabletten,['Germany'],N/A,N/A,unspecified,undefined,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': [""hem'136""], 'Belgium': ['België', 'Kinrooi', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2017-10-11
496,ECLI:NL:GHSHE:2017:4835,mdma,['Germany'],N/A,N/A,harddrugs,undefined,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': [""hem'136""], 'Belgium': ['België', 'Kinrooi', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2017-10-11
497,ECLI:NL:RBLIM:2017:6753,heroïne,"['Spain', 'Netherlands', 'France', 'Belgium']",8788,gram,harddrugs,gr,"{'United States': ['Berg'], 'Spain': ['Seville', 'Seville 1', 'Seville 2'], 'France': ['Nancy', 'Frankrijk', 'Metz', 'Verdun', 'Noord-Frankrijk'], 'Belgium': ['België', 'Aubel', 'Luik'], 'Morocco': ['Marokko'], 'Germany': ['Duitsland']}",2017-07-07
498,ECLI:NL:RBLIM:2017:6753,cocaïne,"['Spain', 'Netherlands', 'France', 'Belgium']",8788,gram,harddrugs,gr,"{'United States': ['Berg'], 'Spain': ['Seville', 'Seville 1', 'Seville 2'], 'France': ['Nancy', 'Frankrijk', 'Metz', 'Verdun', 'Noord-Frankrijk'], 'Belgium': ['België', 'Aubel', 'Luik'], 'Morocco': ['Marokko'], 'Germany': ['Duitsland']}",2017-07-07
499,ECLI:NL:RBLIM:2017:6753,wiet,[],N/A,N/A,softdrugs,undefined,"{'United States': ['Berg'], 'Spain': ['Seville', 'Seville 1', 'Seville 2'], 'France': ['Nancy', 'Frankrijk', 'Metz', 'Verdun', 'Noord-Frankrijk'], 'Belgium': ['België', 'Aubel', 'Luik'], 'Morocco': ['Marokko'], 'Germany': ['Duitsland']}",2017-07-07
500,ECLI:NL:RBLIM:2017:6753,coke,[],30,gram,harddrugs,gr,"{'United States': ['Berg'], 'Spain': ['Seville', 'Seville 1', 'Seville 2'], 'France': ['Nancy', 'Frankrijk', 'Metz', 'Verdun', 'Noord-Frankrijk'], 'Belgium': ['België', 'Aubel', 'Luik'], 'Morocco': ['Marokko'], 'Germany': ['Duitsland']}",2017-07-07
501,ECLI:NL:RBLIM:2017:6753,drugs,"['France', 'Belgium', 'Netherlands']",N/A,N/A,unspecified,undefined,"{'United States': ['Berg'], 'Spain': ['Seville', 'Seville 1', 'Seville 2'], 'France': ['Nancy', 'Frankrijk', 'Metz', 'Verdun', 'Noord-Frankrijk'], 'Belgium': ['België', 'Aubel', 'Luik'], 'Morocco': ['Marokko'], 'Germany': ['Duitsland']}",2017-07-07
502,ECLI:NL:RBLIM:2017:6753,cannabis,['Spain'],N/A,N/A,softdrugs,undefined,"{'United States': ['Berg'], 'Spain': ['Seville', 'Seville 1', 'Seville 2'], 'France': ['Nancy', 'Frankrijk', 'Metz', 'Verdun', 'Noord-Frankrijk'], 'Belgium': ['België', 'Aubel', 'Luik'], 'Morocco': ['Marokko'], 'Germany': ['Duitsland']}",2017-07-07
503,ECLI:NL:RBLIM:2017:6753,hennep,['Netherlands'],30,gram,softdrugs,gr,"{'United States': ['Berg'], 'Spain': ['Seville', 'Seville 1', 'Seville 2'], 'France': ['Nancy', 'Frankrijk', 'Metz', 'Verdun', 'Noord-Frankrijk'], 'Belgium': ['België', 'Aubel', 'Luik'], 'Morocco': ['Marokko'], 'Germany': ['Duitsland']}",2017-07-07
504,ECLI:NL:RBLIM:2017:6753,hasjiesj,['Netherlands'],30,gram,softdrugs,gr,"{'United States': ['Berg'], 'Spain': ['Seville', 'Seville 1', 'Seville 2'], 'France': ['Nancy', 'Frankrijk', 'Metz', 'Verdun', 'Noord-Frankrijk'], 'Belgium': ['België', 'Aubel', 'Luik'], 'Morocco': ['Marokko'], 'Germany': ['Duitsland']}",2017-07-07
505,ECLI:NL:RBLIM:2017:6753,harddrugs,"['France', 'Belgium']",N/A,N/A,harddrugs,undefined,"{'United States': ['Berg'], 'Spain': ['Seville', 'Seville 1', 'Seville 2'], 'France': ['Nancy', 'Frankrijk', 'Metz', 'Verdun', 'Noord-Frankrijk'], 'Belgium': ['België', 'Aubel', 'Luik'], 'Morocco': ['Marokko'], 'Germany': ['Duitsland']}",2017-07-07
506,ECLI:NL:RBLIM:2017:6753,amfetamine,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'United States': ['Berg'], 'Spain': ['Seville', 'Seville 1', 'Seville 2'], 'France': ['Nancy', 'Frankrijk', 'Metz', 'Verdun', 'Noord-Frankrijk'], 'Belgium': ['België', 'Aubel', 'Luik'], 'Morocco': ['Marokko'], 'Germany': ['Duitsland']}",2017-07-07
507,ECLI:NL:RBLIM:2017:6753,mdma,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'United States': ['Berg'], 'Spain': ['Seville', 'Seville 1', 'Seville 2'], 'France': ['Nancy', 'Frankrijk', 'Metz', 'Verdun', 'Noord-Frankrijk'], 'Belgium': ['België', 'Aubel', 'Luik'], 'Morocco': ['Marokko'], 'Germany': ['Duitsland']}",2017-07-07
508,ECLI:NL:RBLIM:2017:6753,tenamfetamine,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'United States': ['Berg'], 'Spain': ['Seville', 'Seville 1', 'Seville 2'], 'France': ['Nancy', 'Frankrijk', 'Metz', 'Verdun', 'Noord-Frankrijk'], 'Belgium': ['België', 'Aubel', 'Luik'], 'Morocco': ['Marokko'], 'Germany': ['Duitsland']}",2017-07-07
509,ECLI:NL:RBGEL:2016:4897,heroïne,[],N/A,N/A,harddrugs,undefined,{'Turkey': ['Turkije']},2016-09-13
510,ECLI:NL:RBHAA:2009:BI0529,cocaïne,['Netherlands'],1200,gram,harddrugs,gr,"{'Paraguay': ['Paraguay'], 'Spain': ['Spanje']}",2009-02-27
511,ECLI:NL:RBHAA:2009:BI0529,drugs,['Netherlands'],1200,gram,unspecified,gr,"{'Paraguay': ['Paraguay'], 'Spain': ['Spanje']}",2009-02-27
512,ECLI:NL:RBMAA:2006:AX8774,drugs,['France'],N/A,N/A,unspecified,undefined,{'France': ['Frankrijk']},2006-05-17
513,ECLI:NL:RBHAA:2005:AS5774,pillen,['Thailand'],100.000,XTC-pillen,unspecified,pills,{'Thailand': ['Thailand']},2005-10-02
514,ECLI:NL:RBHAA:2005:AS5774,xtc,['Thailand'],100.000,XTC-pillen,harddrugs,pills,{'Thailand': ['Thailand']},2005-10-02
515,ECLI:NL:RBHAA:2005:AS5774,xtc-pillen,['Thailand'],100.000,XTC-pillen,harddrugs,pills,{'Thailand': ['Thailand']},2005-10-02
516,ECLI:NL:RBMAA:2004:AR8142,mdma,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België'], 'Germany': ['Duitsland', 'Bondsrepubliek Duitsland']}",2004-12-23
517,ECLI:NL:RBMAA:2004:AR8142,mdea,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België'], 'Germany': ['Duitsland', 'Bondsrepubliek Duitsland']}",2004-12-23
518,ECLI:NL:RBMAA:2004:AR8142,amfetamine,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België'], 'Germany': ['Duitsland', 'Bondsrepubliek Duitsland']}",2004-12-23
519,ECLI:NL:RBMAA:2004:AR8142,cocaïne,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België'], 'Germany': ['Duitsland', 'Bondsrepubliek Duitsland']}",2004-12-23
520,ECLI:NL:RBMAA:2004:AR8142,hennep,['Netherlands'],N/A,N/A,softdrugs,undefined,"{'Belgium': ['België'], 'Germany': ['Duitsland', 'Bondsrepubliek Duitsland']}",2004-12-23
521,ECLI:NL:RBMAA:2004:AR8142,hasjiesj,['Netherlands'],N/A,N/A,softdrugs,undefined,"{'Belgium': ['België'], 'Germany': ['Duitsland', 'Bondsrepubliek Duitsland']}",2004-12-23
522,ECLI:NL:RBOBR:2019:5939,drugs,"['Poland', 'Netherlands', 'Germany']",N/A,N/A,unspecified,undefined,"{'Poland': ['Polen'], 'Germany': ['Duitsland'], 'Colombia': ['Colombia'], 'Spain': ['Spanje', 'Malaga', 'Barcelona', 'Valencia']}",2019-10-17
523,ECLI:NL:RBOBR:2019:5939,harddrugs,"['Poland', 'Netherlands', 'Germany']",N/A,N/A,harddrugs,undefined,"{'Poland': ['Polen'], 'Germany': ['Duitsland'], 'Colombia': ['Colombia'], 'Spain': ['Spanje', 'Malaga', 'Barcelona', 'Valencia']}",2019-10-17
524,ECLI:NL:RBOBR:2019:5939,cocaïne,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Poland': ['Polen'], 'Germany': ['Duitsland'], 'Colombia': ['Colombia'], 'Spain': ['Spanje', 'Malaga', 'Barcelona', 'Valencia']}",2019-10-17
525,ECLI:NL:RBOBR:2019:5939,aceton,['Netherlands'],N/A,N/A,precursor,undefined,"{'Poland': ['Polen'], 'Germany': ['Duitsland'], 'Colombia': ['Colombia'], 'Spain': ['Spanje', 'Malaga', 'Barcelona', 'Valencia']}",2019-10-17
526,ECLI:NL:RBOBR:2019:5939,mierenzuur,['Netherlands'],N/A,N/A,precursor,undefined,"{'Poland': ['Polen'], 'Germany': ['Duitsland'], 'Colombia': ['Colombia'], 'Spain': ['Spanje', 'Malaga', 'Barcelona', 'Valencia']}",2019-10-17
527,ECLI:NL:RBOBR:2019:5939,formamide,['Netherlands'],N/A,N/A,precursor,undefined,"{'Poland': ['Polen'], 'Germany': ['Duitsland'], 'Colombia': ['Colombia'], 'Spain': ['Spanje', 'Malaga', 'Barcelona', 'Valencia']}",2019-10-17
528,ECLI:NL:RBZWB:2021:2932,hennep,['Spain'],N/A,N/A,softdrugs,undefined,{'Spain': ['Spanje']},2021-06-14
529,ECLI:NL:RBZWB:2021:2931,hennep,['Spain'],N/A,N/A,softdrugs,undefined,{'Spain': ['Spanje']},2021-06-14
530,ECLI:NL:OGEAA:2021:75,drugs,[],N/A,N/A,unspecified,undefined,"{'Aruba': ['Aruba'], 'Montenegro': ['Montenegro'], 'Greece': ['Griekenland']}",2021-02-19
531,ECLI:NL:RBOBR:2020:2727,amfetamine,[],N/A,N/A,harddrugs,undefined,{'Germany': ['Duitsland']},2020-05-27
532,ECLI:NL:RBOBR:2020:2727,mdma,[],N/A,N/A,harddrugs,undefined,{'Germany': ['Duitsland']},2020-05-27
533,ECLI:NL:RBMNE:2017:199,harddrugs,['United Kingdom'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Groot-Brittannië', 'Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
534,ECLI:NL:RBMNE:2017:199,cocaïnetransporten,[],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Groot-Brittannië', 'Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
535,ECLI:NL:RBMNE:2017:200,harddrugs,['United Kingdom'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
536,ECLI:NL:RBMNE:2017:200,cocaïnetransporten,[],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
537,ECLI:NL:RBMNE:2017:210,harddrugs,['United Kingdom'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
538,ECLI:NL:RBMNE:2017:210,cocaïnetransporten,[],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
539,ECLI:NL:RBMNE:2017:235,harddrugs,['United Kingdom'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
540,ECLI:NL:RBMNE:2017:235,cocaïnetransporten,[],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
541,ECLI:NL:RBMNE:2017:236,cocaïnetransporten,[],N/A,N/A,harddrugs,undefined,{'United Kingdom': ['Verenigd Koninkrijk']},2017-01-19
542,ECLI:NL:RBMNE:2017:237,harddrugs,['United Kingdom'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
543,ECLI:NL:RBMNE:2017:237,cocaïnetransporten,[],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
544,ECLI:NL:RBMNE:2017:239,harddrugs,['United Kingdom'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
545,ECLI:NL:RBMNE:2017:239,cocaïnetransporten,[],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
546,ECLI:NL:RBMNE:2017:240,harddrugs,['United Kingdom'],N/A,N/A,harddrugs,undefined,"{'Portugal': ['Portugal'], 'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
547,ECLI:NL:RBMNE:2017:240,cocaïnetransporten,[],N/A,N/A,harddrugs,undefined,"{'Portugal': ['Portugal'], 'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2017-01-19
548,ECLI:NL:RBNNE:2016:3166,cocaïne,"['Colombia', 'Netherlands']",N/A,N/A,harddrugs,undefined,"{'Colombia': ['Colombia'], 'Portugal': ['Portugal'], 'Brazil': ['Brazilië'], 'Argentina': ['Argentinië'], 'Belgium': ['België']}",2016-03-24
549,ECLI:NL:RBNNE:2016:3166,heroïne,['Colombia'],N/A,N/A,harddrugs,undefined,"{'Colombia': ['Colombia'], 'Portugal': ['Portugal'], 'Brazil': ['Brazilië'], 'Argentina': ['Argentinië'], 'Belgium': ['België']}",2016-03-24
550,ECLI:NL:RBOBR:2016:540,drugs,['China'],N/A,N/A,unspecified,undefined,{'China': ['China']},2016-11-02
551,ECLI:NL:RBOBR:2016:540,apaan,['China'],N/A,N/A,precursor,undefined,{'China': ['China']},2016-11-02
552,ECLI:NL:RBNNE:2015:5806,hennep,[],40,kilo,softdrugs,kg,"{'Germany': ['Duitsland'], 'Belgium': ['Liège'], 'Morocco': ['Marokko']}",2015-12-14
553,ECLI:NL:GHSHE:2005:AT5319,xtc-tabletten,['Czechia'],N/A,N/A,harddrugs,undefined,"{'Czechia': ['Tsjechische', 'Praag']}",2005-01-02
554,ECLI:NL:GHSHE:2005:AT5319,xtc,['Czechia'],2993,milligram,harddrugs,,"{'Czechia': ['Tsjechische', 'Praag']}",2005-01-02
555,ECLI:NL:GHSHE:2005:AT5319,pillen,['Czechia'],N/A,N/A,unspecified,undefined,"{'Czechia': ['Tsjechische', 'Praag']}",2005-01-02
556,ECLI:NL:GHSHE:2005:AT5319,tabletten,[],2993,milligram,unspecified,,"{'Czechia': ['Tsjechische', 'Praag']}",2005-01-02
557,ECLI:NL:RBMID:2003:AO7080,cocaïne,"['Netherlands', 'Belgium']",N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Antwerpen'], 'Panama': ['Panama'], 'Colombia': ['Colombia'], 'Ecuador': ['Ecuador']}",2003-12-24
558,ECLI:NL:RBMID:2003:AO7081,cocaïne,"['Netherlands', 'Belgium']",N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Antwerpen'], 'Colombia': ['Colombia'], 'Panama': ['Panama'], 'Ecuador': ['Ecuador']}",2003-12-24
559,ECLI:NL:RBMID:2003:AO7082,cocaïne,"['Netherlands', 'Belgium']",N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Antwerpen'], 'Panama': ['Panama'], 'Colombia': ['Colombia'], 'Ecuador': ['Ecuador']}",2003-12-24
560,ECLI:NL:RBOBR:2019:2985,apaan,['China'],300,kilo,precursor,kg,"{'Belgium': ['Neerpelt', 'Lommel', 'België'], 'China': ['China']}",2019-05-27
561,ECLI:NL:RBOBR:2019:2985,amfetamine,['China'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['Neerpelt', 'Lommel', 'België'], 'China': ['China']}",2019-05-27
562,ECLI:NL:GHDHA:2017:3639,hasj,"['Morocco', 'Netherlands']",N/A,N/A,softdrugs,undefined,"{'Morocco': ['Marokko'], 'Brazil': ['Brazilië']}",2017-11-16
563,ECLI:NL:GHDHA:2017:3647,hasj,"['Morocco', 'Netherlands']",24,kilogram,softdrugs,kg,"{'Morocco': ['Marokko'], 'Brazil': ['Brazilië']}",2017-11-16
564,ECLI:NL:GHDHA:2017:3647,drugs,"['Morocco', 'Netherlands']",N/A,N/A,unspecified,undefined,"{'Morocco': ['Marokko'], 'Brazil': ['Brazilië']}",2017-11-16
565,ECLI:NL:RBOBR:2019:2987,apaan,['China'],N/A,N/A,precursor,undefined,"{'Belgium': ['Neerpelt', 'Lommel', 'België'], 'China': ['China']}",2019-05-27
566,ECLI:NL:RBOBR:2019:2987,amfetamine,['China'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['Neerpelt', 'Lommel', 'België'], 'China': ['China']}",2019-05-27
567,ECLI:NL:RBZWB:2018:5113,cocaïne,['Netherlands'],400,kilo,harddrugs,kg,"{'Belgium': ['Merksplas', 'België', 'Antwerpen'], 'Germany': ['Duitsland'], 'The Gambia': ['Gambia'], 'United States': ['Hertsig']}",2018-04-09
568,ECLI:NL:RBZWB:2018:5113,drugs,[],N/A,N/A,unspecified,undefined,"{'Belgium': ['Merksplas', 'België', 'Antwerpen'], 'Germany': ['Duitsland'], 'The Gambia': ['Gambia'], 'United States': ['Hertsig']}",2018-04-09
569,ECLI:NL:RBZWB:2018:5113,harddrugs,"['The Gambia', 'Belgium']",N/A,N/A,harddrugs,undefined,"{'Belgium': ['Merksplas', 'België', 'Antwerpen'], 'Germany': ['Duitsland'], 'The Gambia': ['Gambia'], 'United States': ['Hertsig']}",2018-04-09
570,ECLI:NL:RBOBR:2017:2755,mdma,['Netherlands'],48,kilogram,harddrugs,kg,"{'United Kingdom': ['Verenigd Koninkrijk', 'Groot-Brittannië', 'Dover', 'Engeland'], 'Belgium': ['België', 'Familleureux', 'Antwerpen'], 'Spain': ['Spanje'], 'France': ['Calais']}",2017-05-22
571,ECLI:NL:RBOBR:2017:2755,amfetamine,['Netherlands'],48,kilogram,harddrugs,kg,"{'United Kingdom': ['Verenigd Koninkrijk', 'Groot-Brittannië', 'Dover', 'Engeland'], 'Belgium': ['België', 'Familleureux', 'Antwerpen'], 'Spain': ['Spanje'], 'France': ['Calais']}",2017-05-22
572,ECLI:NL:RBOBR:2017:2755,cocaïne,"['Netherlands', 'United Kingdom']",N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Groot-Brittannië', 'Dover', 'Engeland'], 'Belgium': ['België', 'Familleureux', 'Antwerpen'], 'Spain': ['Spanje'], 'France': ['Calais']}",2017-05-22
