,ecli,drug,relevant_countries,volume,volume_type,general_drug_type,general_volume_type,countries_present,verdict_date
2376,ECLI:NL:RBZWB:2019:543,amfetamine,[],N/A,N/A,harddrugs,undefined,{'Belgium': ['Gorpeind']},2019-12-02
2377,ECLI:NL:HR:2018:1426,cocaine,[],N/A,N/A,harddrugs,undefined,"{'United States': ['Verenigde Staten van Amerika', 'Miami', 'Florida', 'Verenigde Staten', 'Hampton'], 'Curaçao': ['Curaçao'], 'United Kingdom': ['Rusland', 'UK']}",2018-04-09
2378,ECLI:NL:RBMAA:2009:BK7905,harddrugs,['Luxembourg'],N/A,N/A,harddrugs,undefined,"{'Luxembourg': ['Luxemburg'], 'Germany': ['Duitsland'], 'Belgium': ['België'], 'France': ['Frankrijk'], 'Morocco': ['Marokko']}",2009-12-23
2379,ECLI:NL:RBMAA:2009:BK7905,heroïne,['Netherlands'],1,kilo,harddrugs,kg,"{'Luxembourg': ['Luxemburg'], 'Germany': ['Duitsland'], 'Belgium': ['België'], 'France': ['Frankrijk'], 'Morocco': ['Marokko']}",2009-12-23
2380,ECLI:NL:RBMAA:2009:BK7905,cocaïne,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Luxembourg': ['Luxemburg'], 'Germany': ['Duitsland'], 'Belgium': ['België'], 'France': ['Frankrijk'], 'Morocco': ['Marokko']}",2009-12-23
2381,ECLI:NL:RBMAA:2009:BK7905,hasjiesj,[],1,kilo,softdrugs,kg,"{'Luxembourg': ['Luxemburg'], 'Germany': ['Duitsland'], 'Belgium': ['België'], 'France': ['Frankrijk'], 'Morocco': ['Marokko']}",2009-12-23
2382,ECLI:NL:RBBRE:2008:BC4501,mdma,[],30,kilogram,harddrugs,kg,"{'Belgium': ['België', 'Belgie']}",2008-07-02
2383,ECLI:NL:RBBRE:2008:BC4501,amfetamine,[],150,kilogram,harddrugs,kg,"{'Belgium': ['België', 'Belgie']}",2008-07-02
2384,ECLI:NL:RBBRE:2008:BC4501,xtc-pillen,[],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Belgie']}",2008-07-02
2385,ECLI:NL:RBBRE:2008:BC4501,aceton,[],N/A,N/A,precursor,undefined,"{'Belgium': ['België', 'Belgie']}",2008-07-02
2386,ECLI:NL:RBBRE:2008:BC4501,methanol,[],N/A,N/A,precursor,undefined,"{'Belgium': ['België', 'Belgie']}",2008-07-02
2387,ECLI:NL:RBBRE:2008:BC4501,harddrugs,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Belgie']}",2008-07-02
2388,ECLI:NL:RBBRE:2008:BC4501,bmk,[],N/A,N/A,precursor,undefined,"{'Belgium': ['België', 'Belgie']}",2008-07-02
2389,ECLI:NL:RBBRE:2008:BC4501,pmk,[],N/A,N/A,precursor,undefined,"{'Belgium': ['België', 'Belgie']}",2008-07-02
2390,ECLI:NL:RBBRE:2008:BC4501,tabletten,[],N/A,N/A,unspecified,undefined,"{'Belgium': ['België', 'Belgie']}",2008-07-02
2391,ECLI:NL:RBNHO:2021:153,drugs,['Curaçao'],N/A,N/A,unspecified,undefined,{'Curaçao': ['Curaçao']},2021-07-01
2392,ECLI:NL:GHAMS:2020:3969,drugs,"['Suriname', 'Netherlands']",N/A,N/A,unspecified,undefined,"{'Suriname': ['Suriname'], 'Belgium': ['België']}",2020-09-17
2393,ECLI:NL:OGHACMB:2017:194,drugs,"['United Kingdom', 'Aruba']",N/A,N/A,unspecified,undefined,"{'Aruba': ['Aruba Curaçao Sint Maarten', 'Aruba'], 'United Kingdom': ['Engeland', 'Londen']}",2017-12-18
2394,ECLI:NL:OGHACMB:2017:194,cocaïne,"['Aruba', 'United Kingdom']",14,kg,harddrugs,kg,"{'Aruba': ['Aruba Curaçao Sint Maarten', 'Aruba'], 'United Kingdom': ['Engeland', 'Londen']}",2017-12-18
2395,ECLI:NL:GHSHE:2017:4204,mierenzuur,['Belgium'],1500,liter,precursor,liter,"{'Belgium': ['Brugge', 'België', 'Kruibeke', 'Antwerpen']}",2017-03-10
2396,ECLI:NL:RBAMS:2016:371,drugs,['Germany'],N/A,N/A,unspecified,undefined,"{'Germany': ['Neukirchen', 'Duitsland', 'Kleve']}",2016-01-21
2397,ECLI:NL:RBAMS:2016:371,marihuana,[],N/A,N/A,softdrugs,undefined,"{'Germany': ['Neukirchen', 'Duitsland', 'Kleve']}",2016-01-21
2398,ECLI:NL:RBGEL:2015:8364,hennep,[],N/A,N/A,softdrugs,undefined,"{'South Africa': ['Ermelo'], 'Israel': ['District Noord-']}",2015-01-12
2399,ECLI:NL:RBAMS:2013:CA3781,cocaïne,[],N/A,N/A,harddrugs,undefined,"{'Lithuania': ['Lithuania', 'Litouwen'], 'Germany': ['Duitsland'], 'United States': ['the Republic']}",2013-09-04
2400,ECLI:NL:RBAMS:2013:CA3781,drugs,[],N/A,N/A,unspecified,undefined,"{'Lithuania': ['Lithuania', 'Litouwen'], 'Germany': ['Duitsland'], 'United States': ['the Republic']}",2013-09-04
2401,ECLI:NL:RBHAA:2012:BZ7078,cocaïne,"['Suriname', 'Netherlands']",N/A,N/A,harddrugs,undefined,{'Suriname': ['Suriname']},2012-06-09
2402,ECLI:NL:RBAMS:2012:BV1743,drugs,[],N/A,N/A,unspecified,undefined,"{'Belgium': ['Tongeren', 'België', 'St-Truiden', 'Genk', 'Maasmechelen'], 'Germany': ['Bunde']}",2012-01-20
2403,ECLI:NL:RBAMS:2012:BV1743,hennep,[],14,kilogram,softdrugs,kg,"{'Belgium': ['Tongeren', 'België', 'St-Truiden', 'Genk', 'Maasmechelen'], 'Germany': ['Bunde']}",2012-01-20
2404,ECLI:NL:RBAMS:2012:BV1743,tabletten,[],14,kilogram,unspecified,kg,"{'Belgium': ['Tongeren', 'België', 'St-Truiden', 'Genk', 'Maasmechelen'], 'Germany': ['Bunde']}",2012-01-20
2405,ECLI:NL:RBAMS:2012:BV1743,xtc/mdma,[],14,kilogram,harddrugs,kg,"{'Belgium': ['Tongeren', 'België', 'St-Truiden', 'Genk', 'Maasmechelen'], 'Germany': ['Bunde']}",2012-01-20
2406,ECLI:NL:RBAMS:2012:BV1743,heroïne,[],14,kilogram,harddrugs,kg,"{'Belgium': ['Tongeren', 'België', 'St-Truiden', 'Genk', 'Maasmechelen'], 'Germany': ['Bunde']}",2012-01-20
2407,ECLI:NL:PHR:2011:BP2747,lsd,"['Netherlands', 'Russia']",N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Rusland'], 'Belgium': ['Brugge'], 'Russia': ['Siberie', 'Moskou', 'Pechora', 'Siberië'], 'Finland': ['Finland']}",2011-02-22
2408,ECLI:NL:PHR:2011:BP2747,drugs,"['Russia', 'Finland']",N/A,N/A,unspecified,undefined,"{'United Kingdom': ['Rusland'], 'Belgium': ['Brugge'], 'Russia': ['Siberie', 'Moskou', 'Pechora', 'Siberië'], 'Finland': ['Finland']}",2011-02-22
2409,ECLI:NL:RBZLY:2008:BF8796,xtc-pillen,['France'],N/A,N/A,harddrugs,undefined,"{'France': ['Parijs', 'Frankrijk']}",2008-09-30
2410,ECLI:NL:RBZLY:2008:BF8796,xtc,[],N/A,N/A,harddrugs,undefined,"{'France': ['Parijs', 'Frankrijk']}",2008-09-30
2411,ECLI:NL:RBZLY:2008:BF8796,pillen,[],N/A,N/A,unspecified,undefined,"{'France': ['Parijs', 'Frankrijk']}",2008-09-30
2412,ECLI:NL:GHSHE:2002:AE9298,xtc-tabletten,"['Netherlands', 'Belgium']",N/A,N/A,harddrugs,undefined,{'Belgium': ['België']},2002-09-08
2413,ECLI:NL:GHSHE:2002:AE9298,mdma,['Netherlands'],N/A,N/A,harddrugs,undefined,{'Belgium': ['België']},2002-09-08
2414,ECLI:NL:GHSHE:2002:AE9298,drugs,['Belgium'],N/A,N/A,unspecified,undefined,{'Belgium': ['België']},2002-09-08
2415,ECLI:NL:HR:1997:ZD0737,heroïne,"['Turkey', 'Netherlands']",N/A,N/A,harddrugs,undefined,"{'Turkey': ['Turkije', 'Istanboel'], 'Italy': ['Italië'], 'Belgium': ['België'], 'Germany': ['Duitsland']}",1997-03-06
2416,ECLI:NL:RBAMS:2014:6355,cocaïne,"['Netherlands', 'Belgium']",739,gram,harddrugs,gr,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2417,ECLI:NL:RBAMS:2014:6355,mdma,"['Netherlands', 'Belgium']",7251,gram,harddrugs,gr,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2418,ECLI:NL:RBAMS:2014:6355,xtc,"['Netherlands', 'Belgium']",7251,gram,harddrugs,gr,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2419,ECLI:NL:RBAMS:2014:6355,amfetamine,['Netherlands'],7251,gram,harddrugs,gr,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2420,ECLI:NL:RBAMS:2014:6355,hennep,['Netherlands'],N/A,N/A,softdrugs,undefined,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2421,ECLI:NL:RBAMS:2014:6355,mdma/xtc,[],N/A,N/A,harddrugs,undefined,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2422,ECLI:NL:RBAMS:2014:6355,xtc-pillen,[],N/A,N/A,harddrugs,undefined,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2423,ECLI:NL:RBAMS:2014:6355,apaan,['Netherlands'],100,kilogram,precursor,kg,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2424,ECLI:NL:RBAMS:2014:6355,bmk,['Netherlands'],100,kilogram,precursor,kg,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2425,ECLI:NL:RBAMS:2014:6355,mierenzuur,[],N/A,N/A,precursor,undefined,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2426,ECLI:NL:RBAMS:2014:6355,aceton,[],N/A,N/A,precursor,undefined,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2427,ECLI:NL:RBAMS:2014:6355,methanol,[],5,kilo,precursor,kg,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2428,ECLI:NL:RBAMS:2014:6355,drugs,['Netherlands'],N/A,N/A,unspecified,undefined,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2429,ECLI:NL:RBAMS:2014:6355,xtc/mdma,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2430,ECLI:NL:RBAMS:2014:6355,fenacetine,[],5,kilo,harddrugs,kg,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2431,ECLI:NL:RBAMS:2014:6355,coffeïne,[],5,kilo,harddrugs,kg,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2432,ECLI:NL:RBAMS:2014:6355,mdma-pillen,[],N/A,N/A,harddrugs,undefined,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2433,ECLI:NL:RBAMS:2014:6355,kristallen,[],2696,gram,unspecified,gr,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'België.3', 'Hasselt', 'Anderlecht'], 'Germany': ['Kapellen', 'Duitsland'], 'Poland': ['Polen'], 'Spain': ['Spanje'], 'Turkey': ['Turkije'], 'Ireland': ['Ierland'], 'China': ['China', 'China.20'], 'United States': ['Verenigde Staten'], 'Hong Kong': ['Hongkong'], 'Switzerland': ['Zwitserland'], 'Pakistan': ['Pakistaan']}",2014-11-07
2434,ECLI:NL:RBNNE:2020:473,cocaïne,"['Aruba', 'Netherlands']",N/A,N/A,harddrugs,undefined,{'Aruba': ['Aruba']},2020-07-02
2435,ECLI:NL:OGEAC:2017:268,cocaïne,[],54670,gram,harddrugs,gr,{'Curaçao': ['Curaçao']},2017-12-21
2436,ECLI:NL:RBROT:2017:4832,harddrugs,[],N/A,N/A,harddrugs,undefined,{'Germany': ['Duitsland']},2017-09-05
2437,ECLI:NL:RBAMS:2015:6764,cocaïne,"['Belgium', 'Netherlands']",18,gram,harddrugs,gr,"{'Colombia': ['Colombia', 'Santa Marta'], 'Belgium': ['Antwerpen', 'België'], 'Germany': ['Hamburg']}",2015-06-10
2438,ECLI:NL:RBSGR:2011:BQ7556,cocaïne,['Colombia'],N/A,N/A,harddrugs,undefined,{'Colombia': ['Colombia']},2011-11-04
2439,ECLI:NL:RBHAA:2010:BN1795,drugs,['Spain'],N/A,N/A,unspecified,undefined,"{'United States': ['Valparaiso'], 'Spain': ['Spanje', 'Barcelona'], 'Ecuador': ['Ecuador', 'Guayaquil', 'Quito'], 'Colombia': ['Bogota'], 'Malta': ['Malta']}",2010-01-06
2440,ECLI:NL:GHSGR:2010:BL0570,drugs,[],N/A,N/A,unspecified,undefined,{'Germany': ['Duitsland']},2010-01-25
2441,ECLI:NL:PHR:2004:AO7020,heroïne,"['Turkey', 'Netherlands']",85,kilo,harddrugs,kg,{'Turkey': ['Turkije']},2004-01-06
2442,ECLI:NL:RBARN:2007:BA2360,hennep,"['Netherlands', 'Switzerland', 'Spain', 'Germany', 'Finland', 'France']",86,kg,softdrugs,kg,"{'Finland': ['Finland', 'Helsinki'], 'Switzerland': ['Zwitserland', 'Basel'], 'France': ['Frankrijk'], 'Germany': ['Duitsland'], 'Panama': ['Panama'], 'Brazil': ['Brazilië', 'Brazilie'], 'Spain': ['Madrid', 'Spanje'], 'United Kingdom': ['Engeland']}",2007-03-04
2443,ECLI:NL:RBARN:2007:BA2360,hasjiesj,"['Netherlands', 'Switzerland', 'Germany', 'Finland']",320,kilogram,softdrugs,kg,"{'Finland': ['Finland', 'Helsinki'], 'Switzerland': ['Zwitserland', 'Basel'], 'France': ['Frankrijk'], 'Germany': ['Duitsland'], 'Panama': ['Panama'], 'Brazil': ['Brazilië', 'Brazilie'], 'Spain': ['Madrid', 'Spanje'], 'United Kingdom': ['Engeland']}",2007-03-04
2444,ECLI:NL:RBARN:2007:BA2360,hash,['Finland'],320,kilo,softdrugs,kg,"{'Finland': ['Finland', 'Helsinki'], 'Switzerland': ['Zwitserland', 'Basel'], 'France': ['Frankrijk'], 'Germany': ['Duitsland'], 'Panama': ['Panama'], 'Brazil': ['Brazilië', 'Brazilie'], 'Spain': ['Madrid', 'Spanje'], 'United Kingdom': ['Engeland']}",2007-03-04
2445,ECLI:NL:RBARN:2007:BA2360,drugs,"['Switzerland', 'Germany']",86,kg,unspecified,kg,"{'Finland': ['Finland', 'Helsinki'], 'Switzerland': ['Zwitserland', 'Basel'], 'France': ['Frankrijk'], 'Germany': ['Duitsland'], 'Panama': ['Panama'], 'Brazil': ['Brazilië', 'Brazilie'], 'Spain': ['Madrid', 'Spanje'], 'United Kingdom': ['Engeland']}",2007-03-04
2446,ECLI:NL:RBARN:2007:BA2360,cocaine,[],N/A,N/A,harddrugs,undefined,"{'Finland': ['Finland', 'Helsinki'], 'Switzerland': ['Zwitserland', 'Basel'], 'France': ['Frankrijk'], 'Germany': ['Duitsland'], 'Panama': ['Panama'], 'Brazil': ['Brazilië', 'Brazilie'], 'Spain': ['Madrid', 'Spanje'], 'United Kingdom': ['Engeland']}",2007-03-04
2447,ECLI:NL:RBARN:2007:BA2360,cocaïne,"['Panama', 'Brazil']",N/A,N/A,harddrugs,undefined,"{'Finland': ['Finland', 'Helsinki'], 'Switzerland': ['Zwitserland', 'Basel'], 'France': ['Frankrijk'], 'Germany': ['Duitsland'], 'Panama': ['Panama'], 'Brazil': ['Brazilië', 'Brazilie'], 'Spain': ['Madrid', 'Spanje'], 'United Kingdom': ['Engeland']}",2007-03-04
2448,ECLI:NL:RBDHA:2017:772,drugs,"['Norway', 'Netherlands']",N/A,N/A,unspecified,undefined,"{'Norway': ['Noorwegen'], 'Thailand': ['Thailand', 'Bangkok'], 'Germany': ['Hamburg']}",2017-01-31
2449,ECLI:NL:RBMAA:2009:2870,drugs,[],N/A,N/A,unspecified,undefined,"{'Morocco': ['Marokko'], 'France': ['Frankrijk', 'Parijs'], 'Belgium': ['Luik', 'België', 'Lanaken']}",2009-03-30
2450,ECLI:NL:RBLIM:2013:9490,harddrugs,['France'],N/A,N/A,harddrugs,undefined,"{'France': ['Frankrijk'], 'Morocco': ['Marokko'], 'Belgium': ['Brussel', 'Antwerpen'], 'United States': ['Mississippi']}",2013-11-20
2451,ECLI:NL:RBNHO:2022:3901,ketamine,['Germany'],100,kilogram,harddrugs,kg,{'Germany': ['Duitsland']},2022-04-05
2452,ECLI:NL:RBAMS:2020:5750,mapa,[],N/A,N/A,precursor,undefined,"{'Germany': ['Münster', 'Duitsland', 'Bondsrepubliek Duitsland'], 'United States': ['Verenigde Naties.1']}",2020-11-17
2453,ECLI:NL:RBNHO:2020:6236,cocaïne,"['Aruba', 'Netherlands']",N/A,N/A,harddrugs,undefined,{'Aruba': ['Aruba']},2020-07-07
2454,ECLI:NL:RBAMS:2019:3006,drugs,[],N/A,N/A,unspecified,undefined,"{'Luxembourg': ['Luxemburg'], 'Poland': ['Polen']}",2019-04-25
2455,ECLI:NL:RBAMS:2019:3162,drugs,[],N/A,N/A,unspecified,undefined,"{'Luxembourg': ['Luxemburg', 'Luxembourg'], 'Germany': ['Emmerik']}",2019-03-26
2456,ECLI:NL:GHSHE:2018:883,hennep,['Netherlands'],181.052,gram,softdrugs,gr,"{'Sweden': ['Trelleborg', 'Zweden', 'Malmö', 'Göteborg'], 'United Kingdom': ['Engeland']}",2018-01-19
2457,ECLI:NL:GHSHE:2018:883,hasjiesj,"['Netherlands', 'Sweden']",181.052,gram,softdrugs,gr,"{'Sweden': ['Trelleborg', 'Zweden', 'Malmö', 'Göteborg'], 'United Kingdom': ['Engeland']}",2018-01-19
2458,ECLI:NL:GHSHE:2018:883,cocaïne,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Sweden': ['Trelleborg', 'Zweden', 'Malmö', 'Göteborg'], 'United Kingdom': ['Engeland']}",2018-01-19
2459,ECLI:NL:RBAMS:2017:66,cocaïne,[],N/A,N/A,harddrugs,undefined,"{'Belgium': ['Antwerpen', 'België']}",2017-03-01
2460,ECLI:NL:RBAMS:2017:66,drugs,[],N/A,N/A,unspecified,undefined,"{'Belgium': ['Antwerpen', 'België']}",2017-03-01
2461,ECLI:NL:RBNHO:2015:6074,drugs,['Aruba'],N/A,N/A,unspecified,undefined,"{'Venezuela': ['Venezuela'], 'Aruba': ['Aruba']}",2015-08-04
2462,ECLI:NL:RBAMS:2011:BQ7985,drugs,['United Kingdom'],N/A,N/A,unspecified,undefined,"{'United Kingdom': ['Leeds', 'Groot-Brittannië', 'The UK'], 'Australia': ['Australië'], 'Germany': ['Bergheim', 'Duitsland'], 'France': ['Frankrijk']}",2011-05-27
2463,ECLI:NL:HR:2010:BO8202,drugs,"['Germany', 'Netherlands']",N/A,N/A,unspecified,undefined,{'Germany': ['Duitsland']},2010-12-21
2464,ECLI:NL:RBAMS:2010:BQ5695,amfetamine,['Poland'],N/A,N/A,harddrugs,undefined,"{'Poland': ['Polen', 'Zary', 'Góra']}",2010-07-27
2465,ECLI:NL:GHAMS:2010:BL8048,drugs,"['Suriname', 'Netherlands']",N/A,N/A,unspecified,undefined,{'Suriname': ['Suriname']},2010-11-03
2466,ECLI:NL:PHR:2009:BG4990,cocaïne,"['Netherlands', 'Germany']",29,kilo,harddrugs,kg,"{'Germany': ['Duitsland', 'Hamburg', 'Bondsrepubliek Duitsland']}",2009-01-13
2467,ECLI:NL:PHR:2009:BG4990,drugs,[],N/A,N/A,unspecified,undefined,"{'Germany': ['Duitsland', 'Hamburg', 'Bondsrepubliek Duitsland']}",2009-01-13
2468,ECLI:NL:RBAMS:2006:AZ3765,amfetamine,[],vijf,liter,harddrugs,liter,{'United States': ['Bavel']},2006-05-12
2469,ECLI:NL:RBAMS:2006:AY7740,drugs,[],N/A,N/A,unspecified,undefined,"{'Germany': ['Duitsland', 'Bondsrepubliek Duitsland'], 'France': ['Frankrijk'], 'Austria': ['Falle']}",2006-08-18
2470,ECLI:NL:GHSGR:2004:AO7898,drugs,['Belgium'],N/A,N/A,unspecified,undefined,"{'France': ['Frankrijk'], 'Belgium': ['België']}",2004-04-17
2471,ECLI:NL:GHSGR:2004:AO7898,cocaïne,['Belgium'],N/A,N/A,harddrugs,undefined,"{'France': ['Frankrijk'], 'Belgium': ['België']}",2004-04-17
2472,ECLI:NL:HR:2002:AD9557,hashish,['Kenya'],30,gram,softdrugs,gr,"{'Saint Vincent and the Grenadines': ['St. Vincent and the', 'Grenadines', 'Sint Vincent', 'St. Vincent and the Grenadines'], 'Trinidad and Tobago': ['Trinidad'], 'Kenya': ['Mombasa']}",2002-05-21
2473,ECLI:NL:HR:2002:AD9557,hennep,[],17.000,kilogram,softdrugs,kg,"{'Saint Vincent and the Grenadines': ['St. Vincent and the', 'Grenadines', 'Sint Vincent', 'St. Vincent and the Grenadines'], 'Trinidad and Tobago': ['Trinidad'], 'Kenya': ['Mombasa']}",2002-05-21
2474,ECLI:NL:GHAMS:2000:AA7404,drugs,['Netherlands'],N/A,N/A,unspecified,undefined,"{'Suriname': ['Suriname', 'Moengo']}",2000-10-10
